,reaction_id,smiles,reaction_core,activation_energy
20,20,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",35.37201270057721
21,21,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 1, 8]]",31.1301332078607
22,22,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[Br-:8],"[[3, 2, 4, 7]]",43.60334169136164
23,23,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Br-:9],"[[5, 3, 1, 8]]",36.7393235179351
24,24,[CH3:1][C@H:2]([NH2:3])[C@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 3, 1, 10]]",3.2069344857364337
25,25,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 1, 7]]",19.004449514016382
26,26,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[F-:9],"[[3, 2, 6, 8]]",5.039601618702641
27,27,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",12.33150561486838
28,28,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 4, 7]]",17.87728161259896
29,29,[N:1]#[C:2][C@@:3]([Br:4])([CH:5]([NH2:6])[NH2:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 4, 10]]",16.896232578672553
30,30,[N:1]#[C:2][C@@:3]([Br:4])([CH:5]([NH2:6])[NH2:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 4, 10]]",25.98852279167333
31,31,[CH3:1][C@@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",38.376619368881656
32,32,[CH3:1][C@@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 3, 6]]",18.24751736663152
33,33,[CH3:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",1.3315247275171898
34,34,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 1, 8]]",3.743338168535417
35,35,[CH3:1][C@@:2]([F:3])([C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[2, 1, 3, 11]]",2.283999477538191
36,36,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 3, 1, 9]]",34.52585843011709
37,37,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[5, 3, 1, 9]]",40.29718177844776
38,38,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Br:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",3.492692909775101
39,39,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7]]",32.59060942877577
40,40,[CH3:1][C@@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6]]",30.92371395492872
41,41,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Br:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 3, 1, 9]]",27.799489018822648
42,42,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7]]",36.39403896534497
43,43,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 4, 8]]",1.4938694706134985
44,44,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 2, 6]]",7.886331220688423
45,45,[CH3:1][CH2:2][C@@:3]([NH2:4])([F:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7]]",16.722729856125515
46,46,[CH3:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",13.792591704478957
47,47,[NH2:1][CH2:2][C@@H:3]([NH2:4])[Br:5].[F-:6],"[[4, 2, 1, 5]]",47.1910813473764
48,48,[NH2:1][C:2]([NH2:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 1, 4, 8]]",9.388451818395186
49,49,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[Cl:8].[H-:9],"[[7, 4, 1, 8]]",1.6096404649042817
50,50,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 1, 9]]",1.9786534923465915
52,52,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 2, 6]]",3.0560393766137453
53,53,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 1, 10]]",0.5156142262452613
54,54,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[F:7].[H-:8],"[[6, 4, 2, 7]]",7.758229761211583
55,55,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 1, 7]]",20.15243892007557
56,56,[NH2:1][CH2:2][C:3]([Cl:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",5.5359525553746165
57,57,[N:1]#[C:2][C@@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 4, 9]]",7.2712480669867325
58,58,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 1, 10]]",0.9799992890944894
59,59,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",7.159235521239653
60,60,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([Br:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 4, 1, 9]]",22.893276562982827
61,61,[CH3:1][C@H:2]([NH2:3])[C@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[4, 3, 1, 10]]",21.52363911562852
62,62,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Br:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 3, 1, 9]]",27.816483470155287
63,63,[NH2:1][CH2:2][C:3]([Br:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",4.226952712744408
64,64,[NH2:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 2, 1, 7]]",33.87766498237833
65,65,[NH2:1][C@@H:2]([C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 1, 10]]",0.1802650681960177
66,66,[NH2:1][CH2:2][C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 1, 7]]",15.60013563544882
67,67,[NH2:1][CH2:2][C:3]([Br:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 1, 10]]",30.28136293571175
68,68,[O:1]=[N+:2]([O-:3])[CH2:4][C@@H:5]([Br:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 3, 9]]",3.0264409545722164
69,69,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",3.5075109364285093
70,70,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",14.677862475381934
71,71,[NH2:1][CH:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",22.12643732567264
72,72,[NH2:1][CH:2]([NH2:3])[C:4]([Cl:5])([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[4, 3, 1, 11]]",7.509398342885682
73,73,[NH2:1][CH2:2][C:3]([Cl:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",4.4605480743823085
76,76,[CH3:1][C@@:2]([F:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",12.787514348719869
77,77,[N:1]#[C:2][C@@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",6.0703109457144375
78,78,[CH3:1][C@@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",12.497414903494407
79,79,[CH3:1][C@@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",11.875463172928455
80,80,[CH3:1][C@@:2]([Br:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[2, 1, 3, 9]]",19.765767151180192
82,82,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",10.12523722112504
83,83,[CH3:1][C@@:2]([F:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[2, 1, 3, 9]]",13.942526808238794
84,84,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 4, 7]]",11.5366508116642
85,85,[CH3:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 2, 1, 8]]",36.598028200410695
86,86,[CH3:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",10.628840652968156
87,87,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[6, 4, 1, 10]]",29.610449282697488
88,88,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 3, 1, 9]]",32.49911604605227
89,89,[NH2:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",6.655424563806732
90,90,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",9.27707727595698
91,91,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",6.814218186766574
92,92,[NH2:1][CH:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",10.90374415738536
93,93,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",3.9549399492496815
95,95,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",4.2167678343183015
96,96,[N:1]#[C:2][C@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",4.77514500254076
97,97,[N:1]#[C:2][C@H:3]([NH2:4])[C@@H:5]([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 2, 8]]",31.18671607672669
98,98,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[Cl-:8],"[[4, 2, 5, 7]]",32.31539952947584
99,99,[N:1]#[C:2][C@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 2, 4, 9]]",33.9147555853433
100,100,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[H-:7],"[[3, 2, 4, 6]]",10.044180252866887
101,101,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 4, 6]]",33.981358748828306
102,102,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([F:7])[C:8]#[N:9].[F-:10],"[[6, 5, 2, 9]]",25.645457842035817
103,103,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[C@@H:6]([NH2:7])[C:8]#[N:9].[Cl-:10],"[[2, 1, 5, 9]]",18.16783883805214
104,104,[CH3:1][CH:2]([CH3:3])[C@@:4]([F:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 3, 1, 10]]",1.4130778498419128
105,105,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 1, 8]]",16.208372163756607
106,106,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",36.20917514015779
107,107,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 1, 9]]",27.28586352014297
108,108,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Br-:10],"[[4, 3, 1, 9]]",31.323517429663124
109,109,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 1, 7]]",16.07733259445502
110,110,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Br:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",12.313411101123206
111,111,[CH3:1][C@H:2]([NH2:3])[C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 1, 9]]",21.39976734623583
112,112,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Br:6])[C:7]#[N:8].[H-:9],"[[5, 4, 2, 8]]",1.5566725594877362
113,113,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8]]",2.3359095651946573
114,114,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[H-:7],"[[3, 2, 4, 6]]",9.682281685166712
115,115,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 4, 6]]",17.331980915804884
116,116,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 4, 6]]",33.42854493644329
117,117,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Br:6])[C:7]#[N:8].[Br-:9],"[[5, 4, 2, 8]]",33.75354512792666
118,118,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7]]",32.875547056273795
119,119,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Br:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",9.480961763706109
120,120,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8]]",31.18532375351195
121,121,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 2, 8]]",27.421056680185004
122,122,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Cl-:9],"[[2, 1, 5, 8]]",35.21880305972135
123,123,[CH3:1][CH2:2][C@@:3]([F:4])([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 1, 9]]",6.541821336104207
124,124,[CH3:1][CH:2]([CH3:3])[C@@:4]([Br:5])([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 3, 1, 10]]",2.050378578831924
125,125,[CH3:1][CH2:2][C@@:3]([F:4])([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 1, 9]]",0.808991590133587
126,126,[N:1]#[C:2][C@:3]([F:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",6.3579874971855626
128,128,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",12.141128985061462
129,129,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 5, 7]]",6.0471022578727815
130,130,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[Cl-:9],"[[3, 2, 6, 8]]",22.847951689144672
131,131,[CH3:1][CH2:2][C:3]([F:4])([C:5]#[N:6])[C:7]#[N:8].[F-:9],"[[3, 2, 1, 8]]",5.939690993895508
132,132,[CH3:1][CH2:2][C:3]([Cl:4])([C:5]#[N:6])[C:7]#[N:8].[F-:9],"[[3, 2, 1, 8]]",5.5340189546039324
133,133,[CH3:1][CH2:2][C:3]([Cl:4])([C:5]#[N:6])[C:7]#[N:8].[H-:9],"[[3, 2, 1, 8]]",5.622291268310018
134,134,[N:1]#[C:2][C@@H:3]([NH2:4])[C:5]([F:6])([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[5, 4, 2, 10]]",7.91671810029546
135,135,[CH3:1][C@@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 1, 9]]",2.1823510997487845
136,136,[CH3:1][C@@:2]([NH2:3])([F:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 4, 6]]",16.51442464434165
137,137,[CH3:1][C@H:2]([NH2:3])[C:4]([F:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 1, 9]]",7.605925393074791
138,138,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",15.034789749227365
139,139,[CH3:1][C@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[2, 1, 5, 8]]",13.894340400289558
140,140,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[2, 1, 5, 8]]",9.061712419971348
141,141,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 5, 8]]",15.204327426410735
142,142,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",11.344335156853903
143,143,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",11.655943400427846
144,144,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 2, 8]]",24.10963886991324
145,145,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH2:6][N+:7](=[O:8])[O-:9].[Cl-:10],"[[4, 2, 5, 9]]",23.577319023701843
146,146,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 2, 8]]",29.30565929027448
147,147,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 5, 7]]",9.580491170707882
148,148,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",10.224391735059989
149,149,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 2, 8]]",3.188434392637406
150,150,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[F-:9],"[[3, 2, 6, 8]]",5.097271675472053
151,151,[N:1]#[C:2][C@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",0.9707356317045148
152,152,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[F-:9],"[[5, 3, 2, 8]]",5.329068463664063
154,154,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 2, 8]]",4.804738955550738
155,155,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 1, 9]]",2.601924294231081
156,156,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 2, 5, 10]]",1.4634259627990167
157,157,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",18.414497206060368
158,158,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 1, 9]]",1.0030173770154855
159,159,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 1, 9]]",3.3104107660948205
160,160,[NH2:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",8.498943279700137
161,161,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 2, 9]]",26.37855828885354
162,162,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 1, 9]]",0.7080538090137056
163,163,[CH3:1][C@H:2]([F:3])[C@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",1.3290800365286513
164,164,[CH3:1][C@H:2]([Br:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 3, 7]]",4.332324547911283
165,165,[CH3:1][C@H:2]([Br:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 3, 7]]",27.28733610936021
166,166,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",31.09962804143616
167,167,[CH3:1][C@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 3, 7]]",3.9962513013464527
168,168,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",12.493372295434147
169,169,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",12.01347254772941
170,170,[NH2:1][C@@H:2]([C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",1.5783319947578214
171,171,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",12.556368536937123
172,172,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",10.92657027794887
173,173,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",6.686761402917043
